Date,Title,Content,Label
07-10-2023,Head to Head Poltracking: Ini Selisih Elektabilitas Prabowo Vs Anies,"jpnn.com - JAKARTA - Calon Presiden Prabowo Subianto unggul atas Capres Anies Baswedan dalam simulasi head to head yang dilakukan Poltracking Indonesia.
Direktur Riset Poltracking Indonesia Arya Budi mengatakan bahwa Prabowo Subianto unggul atas Anies. 
Prabowo yang juga ketua umum Partai Gerindra itu meraih 51,2 persen. 
Sementara, Anies yang merupakan mantan gubernur DKI Jakarta meraih 28,3 persen.  
""Jika dua putaran terjadi dengan asumsi kekuatan cawapres berlaku konstan, Prabowo unggul dengan 51,2 persen. Itu kalau menggunakan syarat treshold majoritarian pemilu 50 persen + 1, itu sudah mayoritas Prabowo,"" katanya dalam paparan rilis survei nasional Poltracking Indonesia bertajuk “Kekuatan Politik Elektoral Menuju Pendaftaran Capres-Cawapres 2024” dilihat di kanal Poltracking TV di YouTube, Sabtu (7/10).
Sementara, lanjut Arya Budi, pemilih yang tidak tahu/tidak jawab ada 20,5 persen.  
""Sama, ketika tidak ada nama Ganjar di sini, sebagian terdistribusi ke dua kandidat, dan sebagian tidak menjawab meskipun di survei kami memang surveyor menanyakan hanya dua kandidat,"" katanya. 
Survei Poltracking dilakukan pada 3-9 September 2023 dengan melibatkan 1.220 responden yang sudah memiliki hak pilih. ",politik
07-10-2023,"Head to Head Survei Poltracking: Prabowo vs Ganjar Beda 6,3 Persen","jpnn.com - JAKARTA - Calon Presiden Prabowo Subianto mengungguli Capres Ganjar Pranowo dalam simulasi head to head yang dilakukan Poltracking Indonesia.
Prabowo yang juga ketua umum Partai Gerindra itu unggul dengan selisih kurang lebih 6,1 persen.  
Direktur Riset Poltracking Indonesia Arya Budi mengatakan jika Prabowo dan Ganjar dihadap-hadapkan, maka jaraknya melebar di luar margin of error survei yang sebesar 2,9 persen. 
""Prabowo unggul di angka 46, 1 persen dan Ganjar meraih 39,8 persen,"" kata Arya Budi dalam paparan rilis survei nasional Poltracking Indonesia bertajuk “Kekuatan Politik Elektoral Menuju Pendaftaran Capres-Cawapres 2024” dilihat di kanal Poltracking TV di YouTube, Sabtu (7/10).
Dia menambahkan bahwa responden yang tidak tahu/tidak jawab, 14,1 persen. 
Menurut dia, apabila dibandingkan dengan head to head dua simulasi sebelumnya (Ganjar vs Anies, dan Prabowo vs Anies), responden yang tidak tahu/tidak jawab sekitar 20 persen. 
""Artinya apa, hal penting yang ingin saya sampaikan adalah ada perpindahan dari pemilih Anies yang masuk ke Prabowo yang menyebabkan angka ke dua bacapres (Prabowo dan Ganjar) itu melebar di luar margin, dengan keunggulan untuk Prabowo,"" katanya. 
Survei ini dilakukan dengan wawancara tatap muka langsung kepada responden terpilih. ",politik
07-10-2023,Head to Head Ganjar vs Anies Versi Poltracking: Selisih 17 Persen,"jpnn.com - JAKARTA - Lembaga Poltracking Indonesia melakukan simulasi head to head Bakal Calon Presiden 2024. 
Simulasi head to head capres itu dilakukan dengan asumsi Pilpres 2024 akan berlangsung dua putaran.
""Data survei menujukkan potensi dua putaran lebih besar jika ada tiga capres,"" kata Direktur Riset Poltracking Indonesia Arya Budi dalam paparan rilis survei nasional Poltracking Indonesia bertajuk “Kekuatan Politik Elektoral Menuju Pendaftaran Capres-Cawapres 2024” dilihat di kanal Poltracking TV di YouTube, Sabtu (7/10).
Simulasi head to head yang pertama ialah antara Calon Presiden 2024 dari PDI Perjuangan Ganjar Pranowo dengan Capres dari Koalisi Perubahan untuk Persatuan Anies Rasyid Baswedan.
Dalam simulasi itu, Poltracking Indonesia menemukan bahwa Ganjar Pranowo unggul atas Anies Baswedan.
""Ganjar unggul di angka 47,5 persen, Anies Baswedan 30,7 persen,"" ungkap Arya Budi.
Poltracking dalam simulasi dua nama tersebut menemukan responden yang tidak tahu/tidak jawab (TT/TJ) mengalami kenaikan, yakni 21,8 persen. 
""Karena tidak ada nama Prabowo di sini, sebagian terdistribusi di dua kandidat, sebagian memilih tidak menjawab, ya bisa jadi rata-rata pemilih loyal,"" ungkapnya. Namun demikian, Arya Budi menegaskan bahwa secara head to head, Ganjar unggul atas Anies dengan agregat sekitar 17 persen. ",politik
07-10-2023,"PDIP Pasang Baliho di Lokasi Acara Anies, Nasdem Jabar: Terima Kasih Atas Sambutannya","jpnn.com, BANDUNG BARAT - Ketua Dewan Pertimbangan Partai NasDem Jawa Barat Rajiv angkat bicara soal rencana kunjungan Bakal Calon Presiden (Bacapres) Anies Baswedan ke Kabupaten Bandung Barat (KBB), Jawa Barat, yang diwarnai aksi pemasangan baliho dari PDIP di lokasi acara.
Bahkan, belakangan muncul isu bahwa kedatangan Anies Baswedan ke Lapangan Warung Awi, Kecamatan Cililin besok ditolak oleh dua kubu masyarakat setempat.
""Ya itu bagus, artinya PDIP di Kecamatan Cililin menyambut Pak Anies di Lapangan Warung Awi, jadi mereka turut memeriahkan acara,"" ujar Rajiv, Sabtu (7/10).
Dia pun memastikan pihaknya tidak akan mengambil tindakan apa-apa terkait aksi tersebut. 
Rajiv justru mengajak pengurus PDIP di wilayah lain untuk melakukan hal yang sama.
""Enggak ada tindakan, ini pesta demokrasi, kita sambut dengan baik. Bahkan, kita mengajak teman-teman PDIP untuk memeriahkan,” ujarnya.
Ia pun mengucapkan terima kasih atas sambutan berupa spanduk dan baliho PDIP ini.
”Terima kasih atas sambutanya dan dengan adanya spanduk dan baliho PDIP kami anggap sebagai ucapan selamat datang dari partai mereka,"" kata Rajiv. (jpnn)Simak! Video Pilihan Redaksi:",politik
07-10-2023,"Survei: Elektabilitas PDIP Tertinggi, PPP dan Perindo Berpotensi Lolos Parlemen","jpnn.com, JAKARTA - PDI Perjuangan menjadi partai dengan elektabilitas tertinggi berdasarkan temuan teranyar Poltracking Indonesia, berjudul Kekuatan Politik Elektoral Menuju Pendaftaran Capres-Cawapres 2024.
PDIP memperoleh elektabilitas sebesar 24,4 persen atau jauh mengungguli angka keterpilihan terhadap Gerindra yang berada di posisi kedua.
""PDIP praktis masih memimpin, ya, di angka 24,4 persen,"" kata Direktur Riset Poltracking Indonesia Arya Budi saat memaparkan temuan teranyar pihaknya, Sabtu (7/10).
Gerindra mendapatkan elektabilitas 16,7 persen, sedangkan Golkar yang berada di posisi kedua memperoleh 10,1 persen.
""Nah, ada Gerindra yang cukup kuat juga 16,7 persen, Golkar 10,1 persen,"" kata Arya.
Berturut-turut setelah Golkar, elektabilitas partai posisi keempat sampai kedelapan ditempati oleh PKB (9,3 persen), NasDem (9,1 persen), Demokrat (6,9 persen), Partai Keadilan Sejahtera atau PKS (5,3 persen), dan PAN (4,3 persen).
Sementara itu, lanjut Arya, posisi kesembilan dan kesepuluh ditempati oleh PPP dengan 3,3 persen dan Perindo sebesar 2,0 persen.
Dia mengatakan sepuluh partai itu yang berpotensi besar lolos ke parlemen menurut temuan survei teranyar Poltracking Indonesia.",politik
07-10-2023,"Beri Bekal Multivitamin, JK Sebut Anies Capres yang Lengkap","jpnn.com, JAKARTA - Bacapres Anies Baswedan berkunjung ke kediaman mantan Wapres Jusuf Kalla (JK) di Jalan Brawijaya Raya, Jakarta Selatan, Sabtu pagi (7/10).
Dalam pertemuan tertutup yang berlangsung lebih dari dua jam itu Anies ditemani juru bicaranya, Sudirman Said.
Usai pertemuan, JK dan Anies menceritakan materi pembicaraan mereka kepada wartawan yang menunggu.
Menurut JK, dalam pertemuan itu dia berbagi pengalaman dengan Anies tentang strategi dan hal-hal lain seputar pilpres.
""Karena saya kan pernah tiga kali ikut pemilu (pilpres), kan tidak mudah. Itu yang saya dibagikan ke Pak Anies,"" kata JK.
JK memuji Anies sebagai bacapres yang memiliki modal lengkap menjadi pemimpin bangsa. Selain dikenal sebagai intelektual bangsa, JK juga menilai Anies sebagai tokoh berpengalaman menjadi pemimpin dan figur berintegritas.
""Begitu juga Cawapresnya (Gus Imin) memiliki kemampuan, karena memang wakil presiden juga harus berkualitas,"" tegas JK.
Sebagai bentuk dukungannya untuk Anies, JK juga memberikan multivitamin agar gubernur DKI periode 2017-2022 itu selalu fit menjalani setiap tahapan dan proses Pilpres 2024.",politik
07-10-2023,Jokowi ke Relawan Alap-Alap: Indonesia Membutuhkan Pemimpin Nasional yang Bernyali Besar,"jpnn.com - JAKARTA - Presiden Joko Widodo menyampaikan arahan dalam Konsolidasi Nasional Jaringan Relawan Alap-Alap Jokowi di Sentul International Convention Center (SICC), Bogor, Jawa Barat, Sabtu (7/10).
Presiden Jokowi mengatakan bahwa Indonesia membutuhkan pemimpin nasional yang bernyali besar untuk menghadapi dinamika kondisi global.
""Mengenai pemimpin yang kita pilih, hati-hati memilih pemimpin. Tantangan ke depan bukan makin ringan, tetapi makin berat,"" kata Jokowi.
Menurutnya, dinamika global sedang dalam keadaan yang tidak baik-baik saja karena pengaruh perang, perubahan iklim, hingga krisis pangan.
Dia menambahkan dalam keadaan tersebut dibutuhkan sosok pemimpin yang memiliki keberanian dan nyali besar.
""Jangan kita digugat, misalnya oleh Uni Eropa, Organisasi Perdagangan Dunia (WTO), kita jadi grogi. Tidak boleh negara sebesar Indonesia memilih pemimpin yang dapat ciut nyalinya digertak negara besar mana pun,"" ungkap Jokowi.
Di hadapan sekitar 16 ribu Relawan Alap-Alap, Jokowi menyampaikan sosok pemimpin Indonesia ideal adalah yang berani mengambil risiko untuk rakyatnya, bukan yang mencari selamat.
""Pemimpin jangan hanya cari selamat, cari enak, menikmati enaknya duduk di Istana, tidur di Istana,"" katanya.",politik
07-10-2023,Elektabilitas Erick Thohir Terus Melesat dan Jadi Cawapres Unggulan,"jpnn.com, JAKARTA - Elektabilitas Menteri BUMN Erick Thohir terus menunjukkan peningkatan dan menjadikannya sebagai cawapres paling potensial di Pemilihan Presiden (Pilpres) 2024 mendatang.
Hal itu terlihat dari survei Poltracking Indonesia terbaru periode 3-9 september yang menemukan elektabilitas menteri andalan dan kepercayaan Presiden Joko Widodo (Jokowi) terus melesat.
“Erick Thohir cenderung mengalami kenaikan meski mengalami fluktuasi di pertengahan 2022,” kata Direktur Riset Poltracking Indonesia, Arya Budi dalam paparan rilis survei nasional Poltracking Indonesia bertajuk Kekuatan Politik Elektoral Menuju Pendaftaran Capres - Cawapres 2024 yang diadakan secara daring, Sabtu (7/10).
Dalam rilis survei Poltracking, elektabilitas Erick Thohir pada September berada di posisi pertama dengan 19,0 persen.
Melesat jauh dari perolehannya pada Maret di angka 16,7 persen, April 17,1 persen, dan Juli yang berada di 18,1 persen.
Raihan elektabilitas tersebut tak terlepas dari kinerja bagusnya di BUMN selama ini. Di tangan Erick Thohir, BUMN berhasil menunjukkan kinerja keuangan yang sangat memuaskan.
Erick Thohir berhasil meningkatkan pendapatan BUMN mencapai Rp 2.613 triliun di tahun 2022, naik dari Rp 2.292 triliun pada tahun sebelumnya.
Dampaknya, BUMN meraup laba sebesar Rp303 triliun pada 2022 yang mana merupakan raihan terbesar dalam sejarah.",politik
07-10-2023,Survei Poltracking: Prabowo Mengungguli Ganjar dan Anies,"jpnn.com - JAKARTA - Lembaga Poltracking Indonesia menyampaikan hasil survei terbaru bertajuk “Kekuatan Politik Elektoral Menuju Pendaftaran Capres - Cawapres 2024” secara daring, Sabtu (7/10). 
Dalam survei itu, Calon Presiden Prabowo Subianto menempati peringkat teratas dibanding Capres dari PDIP Ganjar Pranowo dan Capres dari Koalisi Perubahan untuk Persatuan Anies Baswedan.
Direktur Riset Poltracking Indonesia Arya Budi mengatakan dari survei yang dilakukan Poltracking pada periode 3 – 9 September 2023, Prabowo berada di posisi teratas dengan raihan elektabilitas 38,9 persen. 
""Di survei Poltracking, Prabowo mendapatkan 38,9 persen, Ganjar Pranowo 37,0 persen dan Anies Baswedan 19,9 persen. Sementara, ada sedikit responden atau sekitar 4,2 persen yang memilih tidak menjawab atau memang belum tahu di antara tiga capres ini,"" kata Arya Budi dalam paparan rilis survei nasional Poltracking Indonesia bertajuk “Kekuatan Politik Elektoral Menuju Pendaftaran Capres - Cawapres 2024” secara daring, Sabtu (7/10).
Menurut Arya, ketiga capres itu mengalami kenaikan elektabilitas yang bervariasi dari Juli 2023.
Prabowo terhitung mengalami kenaikan elektabilitas sebesar 1,4 persen dari semula 37,5 persen pada Juli 2023 menjadi 38,9 persen di September 2023.
Ganjar dari semula 35,9 persen menjadi 37,0 persen, dan Anies Baswedan 15,3 persen jadi 19,9 persen.
“Yang penting adalah di bulan Juli, 3 capres yang menjadi tiga poros utama itu mengalami kenaikan, tetapi kenaikan itu bervariasi, misalnya jika di Prabowo kenaikannya 1,4 persen dari bulan Juli, Ganjar naiknya 1,1, Anies naiknya 4 persen,” papar Arya.",politik
07-10-2023,"Jokowi: Ini Menunjukkan Sukarelawan Sudah Pada Posisi Siap, Benar?","jpnn.com - BOGOR - Presiden Joko Widodo menghadiri Konsolidasi Nasional Jaringan Relawan Alap-Alap Jokowi di Sentul International Convention Center (SICC), Kabupaten Bogor, Jawa Barat, Sabtu (7/10).
Presiden tiba di SICC Sentul sekitar pukul 09.00 WIB. Dia mengawali kunjungannya dengan menyambangi tribun sukarelawan untuk bertukar obrolan dan berswafoto.
Presiden Jokowi saat menyampaikan pidato mengatakan senang karena begitu masuk ke ruangan itu suasananya begitu hangat. ""Saya senang. Saya masuk ke sini, begitu masuk, suasananya sangat semangat, gitu, lho. Suasana itu penting. Begitu masuk suasana tinggi. Ini menunjukkan sukarelawan sudah pada posisi siap, benar?"" kata Jokowi.
Penanggung jawab Alap-Alap Jokowi Muhammad Isnaini mengatakan agenda tersebut diikuti sekitar 16 ribu orang dari 118 simpul sukarelawan dari 93 kota dan kabupaten.
""Peserta luar Jawa dominan dari Indonesia timur, yakni Papua, Sorong, Kupang, Flores, Bima, Lombok, Makassar, Gowa, Kendari, Gorontalo, Manado, Ambon,"" jelas Isnaini. Selain itu, peserta juga hadir dari Aceh, Medan, Bangka Belitung, Batam, Jambi, Palembang, Lampung, hingga Pontianak.
""Untuk Jawa, ada 70 kota dan kabupaten di Jawa Timur, Jawa Tengah, Yogyakarta, Banten, Jawa Barat, dan Jabodetabek,"" imbuhnya.
Acara yang mengusung tema ""Taat Instruksi-2024 Apa Kata Jokowi"" itu merupakan hasil konsolidasi yang dilakukan sejak Mei 2022.
""Lahirnya sukarelawan ini awalnya karena Pak Jokowi turun di kontestasi Pilgub DKI Jakarta 2012, terus lanjut ke Pilpres 2014 dan Pilpres 2019,"" ujar Isnaini. Sebelum Jokowi hadir di acara tersebut, putra bungsunya yang juga Ketua Umum Partai Solidaritas Indonesia (PSI), Kaesang Pangarep dan jajaran pengurus PSI lebih dahulu tiba dan berkeliling untuk swafoto bersama sukarelawan. (antara/jpnn)",politik
08-10-2023,Anies Apresiasi Partisipasi Anak Muda Kawal Pemilu Lewat Pahlawan Demokrasi,"jpnn.com, MALANG - Guna mengawal dan memastikan jalannya pemilu 2024 yang jurdil, Bacapres Koalisi Perubahan untuk Persatuan Anies Baswedan menghadiri peluncuran platform Pahlawan Demokrasi yang diinisiasi oleh politikus Partai Keadilan Sejahtera Dr Gamal Albinsaid di Cemara Ballroom, Malang, Minggu (8/10).
Anies mengapresiasi kehadiran platform Pahlawan Demokrasi yang mengajak seluruh anak muda untuk terlibat dalam sebuah gerakan dan akan sangat efektif untuk mengawal TPS karena jumlahnya yang banyak dan tersebar.
“Apa yang dikerjakan teman-teman Pahlawan Demokrasi itu adalah cara yang paling efektif untuk mengamankan suara, setiap satu suara adalah kepercayaan, mencari suara penting tapi mengamankan suara jauh lebih penting,” tegas Anies
“Apresiasi kepada teman-teman yang memilih turun tangan langsung bukan sekedar menonton tapi terlibat, menggerakkan dan mengawal dalam proses demokrasi ini,” tambahnya
Sementara itu Dr Gamal ingin mengajak seluruh anak muda terlibat dalam Pahlawan Demokrasi, terlebih anak muda amat lekat dengan gadget sehingga platform Pahlawan Demokrasi ini akan menjembatani anak muda dengan niat untuk mengawal proses pemilu.
“Ini adalah gerakan untuk mengamankan pemilu, kami generasi muda siapapun itu melalui pahlawan demokrasi kami ingin mengajak energi muda menggunakan gadget dan teknologi untuk mengamankan TPS, kami ingin hadirkan pemilu yang jujur dan adil,” tandas Gamal. (jpnn)",politik
08-10-2023,Respons Positif Masyarakat Atas Hadirnya Posko Kowarteg Ganjar di Surabaya,"jpnn.com, SURABAYA - Peresmian Posko Kowarteg Indonesia di Kota Surabaya untuk pemenangan Ganjar Pranowo mendapatkan apresiasi dari puluhan masyarakat setempat.
Posko Kowarteg Indonesia itu terletak di Kelurahan Jemur Wonosari, Kecamatan Wonocolo, Kota Surabaya, Jawa Timur dan akan dipakai oleh para sukarelawan menggalang dukungan.
Salah satu warga setempat, Eko Kunci (51) menilai kehadiran Kowarteg Indonesia sangat dinanti-nantikan oleh masyarakat sebagai perpanjangan tangan dari kepedulian Ganjar Pranowo.
Peresmian posko Kowarteg Indonesia itu menjadi langkah konkret loyalis Ganjar untuk menyosialisasikan, berdiskusi, menyerap aspirasi, dan memperjuangkan hak-hak masyarakat.
""Sangat bersyukur sekali dan sangat bermanfaat, karena kami dalam hal ini sebagai warga Wonocolo mencurahkan aspirasi untuk mendukung Pak Ganjar, mudah-mudahan pilihan kami tepat dan jadi pemimpin yang bisa meneruskan perjuangan presiden selanjutnya era Pak Jokowi,"" kata dia dalam siaran siaran persnya, Minggu (8/10).
Dia berharap komitmen yang ditunjukan Kowarteg Indonesia mampu menyentuh hati masyarakat lainnya sehingga dukungan terhadap Ganjar Pranowo makin solid.
Sementara, Koordinator Wilayah (Korwil) Kowarteg Indonesia Jatim Kiki Kurniawan mengungkapkan antusiasme masyarakat yang sangat positif itu menimbulkan semangat loyalis lebih menggenjot berbagai program untuk masyarakat dan menyosialisasikan sosok Ganjar Pranowo.
""Ya Alhamdulillah antusias warga di sini sangat luar biasa jadi makanya kita perlu menyediakan posko supaya untuk menjadi rumah aspirasi. Harapan kami supaya cara sosialisasi kami terhadap Pak Ganjar untuk masyarakat bisa mengena,"" kata dia. (cuy/jpnn)Jangan Lewatkan Video Terbaru:",politik
08-10-2023,"Bandingkan dengan Ganjar dan Prabowo, Gus Khoiron Sebut Anies Capres Paling Santri","jpnn.com, JAKARTA - Tuduhan Anies Baswedan radikal dan intoleran yang selama ini digaungkan merupakan framing dari kelompok yang tidak puas atas hasil Pemilihan Gubernur DKI Jakarta 2017 lalu.
Apalagi terbukti selama lima tahun Anies memimpin Jakarta tidak ada satu pun stigma itu yang terbukti.
""Itu bagian dari kontestasi politik yang sifatnya framing, opini, atau pernyataan-pernyataan. Faktanya lima tahun sampai Mas Anies selesai, yang dibuat seolah-olah nyata dalam framing itu kan tidak terbukti,"" jelas mantan Komisioner Komnas HAM Muhammad Nurkhoiron, Minggu (8/10).
Karena, menurutnya, selama Anies menakhodai Ibu Kota pada periode 2017-2022, tidak ada kegaduhan dalam hubungan antarumat beragama. Semua merasa nyaman.
Karena itu, dia menegaskan Anies merupakan pemimpin yang paling teduh dan meneduhkan.
""Bahkan kalau dilihat dalam konteks siapakah gubernur (DKI) yang paling toleran selama memimpin lima tahun sejak (masa) Ali Sadikin (1966-1977), itu Anies paling toleran,"" ucap Gus Khoiron, panggilannya.
Anies misalnya mengeluarkan puluhan Izin Mendirikan Bangungan (IMB) Gereja. Bahkan ada yang sudah sampai menunggu lebih dari 30 tahun dan hanya keluar pada masa Anies.
Belum lagi baru di era Anies pertama kali pendirian rumah ibadah umat Hindu etnis Tamil di Jakarta setelah penantian panjang hampir 60 tahun.",politik
08-10-2023,"Hadiri Acara Komunitas Pengusaha Hijab, Anies Janjikan Dukungan Lebih untuk UMKM","jpnn.com, BANDUNG - Bacapres Anies Baswedan menutup rangkaian kegiatannya di Bandung Raya dengan menghadiri acara yang dilaksanakan komunitas hijab di Kota Bandung, Minggu (8/10).
Bedanya dengan tiga kegiatan Anies sebelumnya, gubernur DKI periode 2017-2022 itu kali ini didampingi istrinya, Fery Farhati.
Di acara bertajuk 'Gathering Hijabprenneur Comunity with Mr. Anies Baswedan' itu Anies berbicara dengan industri usaha dan perdagangan di Indonesia.
Khususnya terkait gagasan bagi masa depan pengusaha mikro di bidang busana muslim dan hijab.
Menurutnya, negara harus terdepan dalam memberikan dukungan untuk industri usaha. Bahkan, BUMN tidak perlu terlibat dalam jenis usaha yang bisa dilakukan oleh pihak swasta.
""Supaya swasta ini bisa makin berkembang, makin banyak. Dan kalau swasta berkembang maka akan menggerakkan prekonomian dengan sangat baik. Satu hal lagi, jika dikelola oleh swasta biasanya cenderung lebih efesien dibandingkan dengan BUMN. Makanya saya lebih mendorong pelaku usaha agar didorong oleh negara,"" ujar Anies.
Selain itu, Anies juga menyinggung soal peluang pembiayaan perbankan bagi pelaku usaha non formal. Dia menilai regulasi tentang bantuan pembiayaan bagi industri usaha non formal masih sangat sulit.
""Perbankan kita itu hampir regulasinya selalu asumsinya sektor formal. Kalau sektor non formal sulit sekali mendapatkan pembiayaan. Dan banyak sekali usaha mikro belum tentu memiliki formalitas,"" jelas Anies.",politik
08-10-2023,"Bicara soal Ketimpangan Pendidikan, Anies Janjikan Perhatian Ekstra untuk Pesantren","jpnn.com, MALANG - Sebagai salah satu lembaga pendidikan tertua di Indonesia, pesantren-pesantren punya peran besar dalam menyiapkan kualitas manusia Indonesia.
Maka dari itu, Pasangan dari Koalisi Perubahan untuk Persatuan Anies Baswedan dan Muhaimin Iskandar (AMIN) ingin agar pesantren ke depan lebih diperhatikan.
Hal tersebut disampaikan Anies saat bersilaturahmi dengan para kiai, ulama, habib dan satri se-Malang Raya di Pondok Pesantren Salaf Al-Qur’an Asy-Syadzili pimpinan Kyai Abdul Mun'im Syadzili, Minggu (8/10).
“Kami ingin ke depan pembangunan tak sekedar dilanjutkan tapi ditambahkan memberikan manfaat yang adil bagi semua, dan nantinya bisa di semua kebijakan. Begitu juga pada bidang pendidikan dimana kita lihat ada ketimpangan antara pendidikan, berapa besar dukungan yang diberikan untuk pendidikan negeri dan swasta, termasuk pesantren,” terang Anies
“Saya dan Gus Imin sudah komitmen, Insyaallah kita akan berikan perhatian ekstra pada pondok pesantren supaya pesantren terfasilitasi dengan baik,” tegasnya.
Anies memberikan penghormatan tersendiri kepada pesantren karena sebelum republik ini berdiri, pondok pesantren telah berkontribusi besar bagi penyiapan santri-santri yang nantinya memberi pengaruh besar bagi perjalanan bangsa.
“Begitu banyak yang sudah mendidik anak-anak bangsa sebelum republik ini termasuk pesantren, saat itu negara belum sanggup mendidik semua anak bangsa, namun pesantren mengambil tanggung jawab itu. Dan cara paling sederhana adalah memberikan fasiliatas lebih baik untuk teman2 di pesantren semua,” paparnya
“Betapa menjelang pemilu pondok didatangi, tapi setelah selesai semua lupa kalau pernah datang. Nah kita berharap kerja bersama ini sennatiasa dilancarkan,“ tandasnya. (jpnn)",politik
08-10-2023,"Dinilai Mendapat Sinyal Dukungan dari Jokowi, Erick Thohir Menguat sebagai Cawapres","jpnn.com - JAKARTA - Menteri BUMN Erick Thohir dinilai mendapat sinyal dukungan dari Presiden Joko Widodo (Jokowi) untuk maju sebagai calon wakil presiden di Pilpres 2024. 
Kode sinyal dari oleh orang nomor satu di Indonesia itu dinilai kerap dilakukan ketika didampingi Erick Thohir dalam berbagai tugas kenegaraan.
Direktur Eksekutif Ethical Politics Hasyibulloh Mulyawan menilai hal itu membuat nama Erick Thohir muncul di bursa cawapres. 
Elektabilitas ketua umum PSSI ini bahkan unggul dibandingkan lainnya.
""Sisi komunikasi politik yang ditampilkan Presiden Jokowi dalam beberapa kesempatan kepada Erick Thohir tidak ada penolakan, sehingga namanya (Erick) muncul sebagai cawapres,"" kata Mulyawan dalam keterangannya, Minggu (8/10).
Dari hasil survei Poltracking Indonesia periode 3-9 September 2023, Erick Thohir menduduki posisi teratas dengan hasil 19,0 persen dalam simulasi 10 nama. Erick mengungguli Menparekraf Sandiaga Uno yang berada di posisi kedua, dan mantan Gubernur Jawa Barat Ridwan Kamil yang menempati tempat ketiga. Adapun hubungan Erick Thohir dengan Jokowi sangat dekat dan baik. Dalam beberapa kesempatan, Erick Thohir diberikan tugas penting untuk menangani berbagai persoalan masyarakat.
Salah satu persoalan yang tengah dihadapi oleh Indonesia utama adalah kemiskinan, ketidaksetaraan ekonomi, akses terhadap pendidikan dan layanan kesehatan yang terbatas, dan pengangguran. Untuk menyelesaikan hal tersebut, Erick Thohir berusaha penuh untuk mengambil langkah-langkah yang tepat.
Seperti pemberdayaan ekonomi masyarakat, Erick Thohir sangat gencar mempromosikan program-program yang mendukung pelaku UMKM.",politik
08-10-2023,"Cawapres Unggulan, Erick Thohir Potensial Membawa Kemenangan Besar","jpnn.com - JAKARTA - Menteri BUMN Erick Thohir menjadi figur calon wakil presiden (cawapres) unggulan untuk didukung maju pada Pilpres 2024. 
""Kalau dari hasil survei dilihat Pak Erick Thohir ini bisa (dipasangkan dengan) capres mana pun,"" ujar Guru Besar Ilmu Sosial dan Politik Universitas Airlangga (Unair) Surabaya Prof Kacung Marijan dalam keterangannya, Minggu, (8/10).
Lebih lanjut dia menilai Erick menjadi sosok yang mendapat kepercayaan besar dari Presiden Joko Widodo (Jokowi). Keberadaan Erick Thohir diyakini kian memperbesar peluang kemenangan pada pilpres mendatang.
Dalam pandangannya, Erick Thohir merupakan sosok tepat untuk mendampingi Prabowo Subianto. Hal tersebut dikuatkan dengan temuan survei yang menunjukkan Erick Thohir berhasil membawa Prabowo unggul pada semua simulasi pasangan untuk Pilpres 2024. 
Merujuk pada hasil survei Poltracking Indonesia periode 3-9 September 2023, Erick Thohir sukses membawa Prabowo pada kemenangan. 
Duet Prabowo-Erick Thohir berhasil unggul pada semua simulasi pasangan melawan kandidat lain.
""Kalau hasil survei Erick Thohir dengan Pak Prabowo sangat tinggi,"" ungkapnya.
Catatan simulasi pertama, Prabowo-Erick Thohir berhasil unggul dari pasangan Ganjar Pranowo-Sandiaga Uno. ",politik
08-10-2023,"Di Hadapan Ulama Se-Malang Raya, Anies Jelaskan Konsep Jalan Tol Berkeadilan","jpnn.com, MALANG - Pasangan calon dari Koalisi Perubahan untuk Persatuan Anies Baswedan dan Muhaimin Iskandar (AMIN) bersilaturahmi dengan para ulama, kiai, habib dan santri se-Malang Raya di Pondok Pesantren Salaf Al-Qur’an Asy-Syadzili pimpinan Kiai Abdul Mun'im Syadzili, Minggu (8/10).
Anies memulai dengan menyampaikan ucapan terima kasih atas dukungan yang diberikan sekaligus menjelaskan apa yang ingin diemban ke depan jika AMIN memimpin.
Pasangan AMIN akan memasukkan unsur keadilan dalam setiap kebijakan yang akan dibuat pemerintah ke depan.
“Alhamdulillah. Kami menerima amanah ini sebagai amanah yang besar tapi insyaallah tidak berat, melalui dukungan dari para kiai, ulama, habaib dan santri serta warga nahdiyin semua. Kita ingin Indonesia ini adil, hari ini kita sering saksikan yang lemah tertindas yang kuat bisa melakukan apa saja, kita saksikan kesempatan untuk maju berkembang juga beda sekali,” jelas Anies
“Ketika kesetaraan kesempatan itu tak hadir maka aulit menjaga persatuan, persatuan hanya bisa terjadi bila ada keadilan dan kesetaraan, dan hari ini ketimpangan dapat kita lihat dimana saja, ini tidak bisa dibiarkan, kita ikhtiarkan perubahan itu memasukkan unsur keadilan,” lanjutnya
Anies mencontohkan pembangunan jalan tol yang berprinsip keadilan.
Dimana rakyat kebanyakan atau pemilik tanah yang dilewati jalan tol akan dimasukkan sebagai pihak yang ikut memiliki saham dari tol tersebut, sehingga keuntungannya bukan hanya diterima investor saja tetapi juga rakyat kebanyakan.
“Terkait pembangunan jalan tol, saya dapat pertanyaan, nanti diteruskan tidak? Nah saat pembangunan jalan tol kan tanahnya dibebaskan, pertanyaannya apakah boleh rakyat kebanyakan yang punya tanah bukan dijual begitu saja tapi mereka mendapatkan porsi kepemilikan saham di dalam investasi jalan tol?""",politik
